BUIS1300-51 |Visual BASIC 1 ||Reneau, James M |14/24|Open|M 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUIS1500-01 |Client-Side Web Publishing ||Reneau, James M |12/24/12|Open|MWF 2:00 - 2:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUIS2000-01 |Intro PC Hardware/Operating Sys ||Myers, Dovel T |0/18|Closed|TR 2:00 - 3:15 PM; MAIN Campus, Kricker Hall , Computer Experiment Lab |3|08/20/12|12/07/12
BUIS2100-51 |Intro to Information Systems ||STAFF |20/24|Open|T 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUIS2300-01 |COBOL ||Houser, Jean P |22/24|Open|TR 3:30 - 4:45 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUIS2550-90 |Virtual World Applications ||Johnson, Janice E |10/30/12|Open|0:00 - 0:00 AM; ONLI Campus, On line Courses , Online Instruction |3|08/20/12|12/07/12
BUIS2700-51 |Introduction to Networking ||Myers, Dovel T |03/18/12|Open|TR 3:30 - 4:45 PM; MAIN Campus, Kricker Hall , Computer Experiment Lab |3|08/20/12|12/07/12
BUIS3100-01 |Database Management Systems ||Reneau, James M |05/24/12|Open|MWF 1:00 - 1:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUIS3200-01 |Systems Analysis and Design ||Johnson, Janice E |14/24|Open|MWF 12:00 - 12:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUIS4700-01 |Wireless Network Adm/Security ||Myers, Dovel T |12/18/12|Open|TR 12:30 - 1:45 PM; MAIN Campus, Kricker Hall , Computer Experiment Lab |3|08/20/12|12/07/12
BUIS4985-01 |Info. Technology Internship ||Myers, Dovel T |09/10/12|Open|0:00 - 0:00 AM; MAIN Campus|1|08/20/12|12/07/12
BULA1010-51 |Introduction to Legal Assisting ||Crummie, Karen S |23/28|Open|M 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BULA2520-51 |Legal Research and Writing 2 ||Crummie, Karen S |16/28|Open|T 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BULA2520-80 |Legal Research and Writing 2 ||Crummie, Karen S |-1/0|Closed|0:00 - 0:00 AM; Campus, Blank , blank |3|08/20/12|12/07/12
BULA2610-51 |Tort Law:Personal Inj Litigation ||McFarland, Matthew W |09/28/12|Open|MW 5:00 - 6:15 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BULA2630-51 |Intro to Contracts/Restitution ||Crummie, Karen S |10/28/12|Open|R 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BULA2640-51 |Computer App and the Law ||Myers, Dovel T |20/24|Open|W 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BULA2650-51 |Family Law ||STAFF |07/26/12|Open|M 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BULA2690-51 |Criminal Law/Criminal Procedure ||Hoover, Robert T |05/24/12|Open|W 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BULA2790-80 |Legal Assisting Practicum ||McFarland, Matthew W |-1/0|Closed|0:00 - 0:00 AM; Campus, Blank , blank |2|08/20/12|12/07/12
BULW2500-51 |Business Law 1 ||Davis, George L |29/40|Open|T 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BULW2700-01 |Legal Environment of Business ||Crummie, Karen S |0/40|Closed|TR 2:00 - 3:15 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BULW2700-51 |Legal Environment of Business ||McFarland, Matthew W |05/01/40|Open|W 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BUMG1010-51 |Introduction to Business ||Clausing, Sarah |35/40|Open|MW 5:00 - 6:15 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BUMG2100-01 |Management Concepts ||Smith, Casey R |21/40|Open|MWF 1:00 - 1:50 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BUMG2350-51 |Personnel Management ||Pinson, Virginia L |16/40|Open|R 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BUMG2900-01 |Prof Communication/Devel Skills ||Pinson, Virginia L |05/24/12|Open|MWF 2:00 - 2:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMG2900-02 |Prof Communication/Devel Skills ||Pinson, Virginia L |18/24|Open|MWF 3:00 - 3:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMG2900-51 |Prof Communication/Devel Skills ||STAFF |12/24/12|Open|W 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMG3100-01 |Management Principles ||Rockwell, C. William |18/40|Open|MWF 12:00 - 12:50 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BUMG3100-51 |Management Principles ||Clausing, Sarah |21/40|Open|T 5:00 - 7:30 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BUMG3310-51 |Business Ethics ||McFarland, Matthew W |15/28|Open|T 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BUMG3550-01 |Quantitative Methods In Business ||Houser, Jean P |-1/24|Closed|TR 2:00 - 3:15 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMG3550-51 |Quantitative Methods In Business ||Houser, Jean P |0/24|Closed|T 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMG3850-51 |Production/Operations Mgt ||Houser, Jean P |-1/24|Closed|R 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMG4850-51 |Business Policy and Strategy ||Goetting, Melvin J |0/24|Closed|W 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMK2100-51 |Marketing Concepts ||Wayne, James P |06/28/12|Open|MW 5:00 - 6:15 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BUMK3100-01 |Marketing Principles ||STAFF |27/40|Open|TR 11:00AM - 12:15 PM; MAIN Campus, Kricker Hall , Lecture |3|08/20/12|12/07/12
BUMK3100-90 |Marketing Principles ||Conley, David R. |08/28/12|Open|0:00 - 0:00 AM; ONLI Campus, On line Courses , Online Instruction |3|08/20/12|12/07/12
BUMK3300-90 |Consumer Behavior ||Conley, David R. |-1/26|Closed|0:00 - 0:00 AM; ONLI Campus, On line Courses , Online Instruction |3|08/20/12|12/07/12
BUMK3400-01 |Int Marketing Communications ||Conley, David R. |13/24|Open|TR 2:00 - 3:15 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUMK4000-01 |Marketing Management ||Conley, David R. |16/28|Open|TR 12:30 - 1:45 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
BUMK4995-01 |Marketing Practicum ||Conley, David R. |05/05/12|Open|0:00 - 0:00 AM; Campus, Blank , blank |3|08/20/12|12/07/12
BUOA1110-01 |Beginning Document Processing ||Messer, Sharon S |18/24|Open|MWF 12:00 - 12:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA1130-01 |Records Management ||Messer, Sharon S |09/24/12|Open|TR 11:00AM - 12:15 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA1140-01 |Word Processing ||Cook, Jonna Sue |21/24|Open|MWF 11:00 - 11:50 AM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA1140-02 |Word Processing ||Cook, Jonna Sue |02/24/12|Open|TR 12:30 - 1:45 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA1150-01 |Spreadsheet Applications ||Goetting, Melvin J |04/24/12|Open|MWF 12:00 - 12:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA1150-51 |Spreadsheet Applications ||Messer, Sharon S |14/24|Open|M 6:30 - 9:00 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA1170-01 |Database Applications ||Goetting, Melvin J |16/24|Open|MWF 2:00 - 2:50 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA2110-01 |Office Communications ||Chaffin, Catherine |13/24|Open|TR 9:30 - 10:45 AM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
BUOA2120-01 |Office Administration ||Chaffin, Catherine |12/24/12|Open|TR 2:00 - 3:15 PM; MAIN Campus, Kricker Hall , Computer Lab/Lecture |3|08/20/12|12/07/12
CHEM0099-01 |Prep for College Chemistry ||Weaver, Fred D |33/50|Open|MW 2:00 - 2:50 PM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |2|08/20/12|12/07/12
CHEM0099-51 |Prep for College Chemistry ||Burchett, Mark A |65/75|Open|MW 5:00 - 5:50 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall |2|08/20/12|12/07/12
CHEM1121-01 |Principles of Chemistry ||STAFF |11/24/12|Open|T 12:30 - 3:20 PM; MAIN Campus, Massie Hall , General Chemistry Lab 
TR 9:30 - 10:45 AM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall |4|08/20/12|12/07/12
CHEM1121-02 |Principles of Chemistry ||STAFF |19/24|Open|TR 9:30 - 10:45 AM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
R 12:30 - 3:20 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1121-03 |Principles of Chemistry ||Lester, Jennifer A 
Fleeman, Wendi L |0/24|Closed|MW 2:00 - 3:15 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
M 11:00AM - 1:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1121-04 |Principles of Chemistry ||Lester, Jennifer A 
Fleeman, Wendi L |09/24/12|Open|MW 2:00 - 3:15 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
W 11:00AM - 1:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1121-05 |Principles of Chemistry ||McClure, Brian L 
Finnen, Daniel C |17/24|Open|MW 3:30 - 4:45 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
M 5:00 - 7:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1121-06 |Principles of Chemistry ||McClure, Brian L 
Finnen, Daniel C |22/24|Open|MW 3:30 - 4:45 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
W 5:00 - 7:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1141-01 |General Chemistry 1 ||Napper, Andrew |11/24/12|Open|MWF 1:00 - 1:50 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
M 2:00 - 4:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1141-02 |General Chemistry 1 ||Napper, Andrew |13/24|Open|MWF 1:00 - 1:50 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
W 2:00 - 4:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1141-03 |General Chemistry 1 ||Fleeman, Wendi L |04/24/12|Open|MWF 10:00 - 10:50 AM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom 
M 11:00AM - 1:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1141-04 |General Chemistry 1 ||Fleeman, Wendi L |13/24|Open|MWF 10:00 - 10:50 AM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom 
W 11:00AM - 1:50 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1141-05 |General Chemistry 1 ||Finnen, Daniel C |13/24|Open|TR 2:00 - 3:15 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
T 3:30 - 6:20 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM1141-06 |General Chemistry 1 ||Finnen, Daniel C |17/24|Open|TR 2:00 - 3:15 PM; MAIN Campus, Massie Hall , Auditorium/Lecture Hall 
R 3:30 - 6:20 PM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM3305-01 |Organic Chemistry 1 ||STAFF |0/16|Closed|MWF 11:00 - 11:50 AM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom 
M 2:00 - 4:50 PM; MAIN Campus, Massie Hall , Advanced Chemistry Lab |4|08/20/12|12/07/12
CHEM3305-02 |Organic Chemistry 1 ||STAFF |0/16|Closed|MWF 11:00 - 11:50 AM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom 
W 2:00 - 4:50 PM; MAIN Campus, Massie Hall , Advanced Chemistry Lab |4|08/20/12|12/07/12
CHEM3305-03 |Organic Chemistry 1 ||STAFF |0/16|Closed|MWF 11:00 - 11:50 AM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom 
F 8:00 - 10:50 AM; MAIN Campus, Massie Hall , Advanced Chemistry Lab |4|08/20/12|12/07/12
CHEM3323-01 |Analytical Chemistry 1 ||Finnen, Daniel C |01/12/12|Reopened|MW 12:30 - 1:45 PM; MAIN Campus, Massie Hall , Physics Lab 
R 9:00 - 11:50 AM; MAIN Campus, Massie Hall , General Chemistry Lab |4|08/20/12|12/07/12
CHEM4447-01 |Advanced Synthesis ||Fleeman, Wendi L |07/12/12|Open|T 1:00 - 6:50 PM; MAIN Campus, Massie Hall , Advanced Chemistry Lab |2|08/20/12|12/07/12
CHEM4486-01 |Senior Project ||Fleeman, Wendi L |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|1|08/20/12|12/07/12
CHEM4486-03 |Senior Project ||Napper, Andrew |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|1|08/20/12|12/07/12
CHEM4486-04 |Senior Project ||STAFF |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|1|08/20/12|12/07/12
CHEM4486-05 |Senior Project ||Fleeman, Wendi L |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|3|08/20/12|12/07/12
CHEM4486-07 |Senior Project ||Napper, Andrew |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|3|08/20/12|12/07/12
CHEM4486-08 |Senior Project ||STAFF |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|3|08/20/12|12/07/12
CHEM4495-01 |Undergraduate Research ||Fleeman, Wendi L |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|1|08/20/12|12/07/12
CHEM4495-02 |Undergraduate Research ||Finnen, Daniel C |11/12/12|Open|0:00 - 0:00 AM; Campus, Blank , blank |1|08/20/12|12/07/12
CHEM4495-03 |Undergraduate Research ||Napper, Andrew |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|1|08/20/12|12/07/12
CHEM4495-04 |Undergraduate Research ||STAFF |12/12/12|Open|0:00 - 0:00 AM; MAIN Campus|1|08/20/12|12/07/12
CIPA2999-01 |Special Topics ||Haider, Rita Sue |02/03/12|Open|0:00 - 0:00 AM; MAIN Campus|12|08/20/12|12/07/12
COMM1103-01 |Public Speaking/Human Comm ||Linden, Ann Gilles |14/22|Open|MWF 11:00 - 11:50 AM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
COMM1103-02 |Public Speaking/Human Comm ||STAFF |11/22/12|Open|MWF 10:00 - 10:50 AM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |3|08/20/12|12/07/12
COMM1103-03 |Public Speaking/Human Comm ||STAFF |15/22|Open|MWF 1:00 - 1:50 PM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |3|08/20/12|12/07/12
COMM1103-04 |Public Speaking/Human Comm ||STAFF |12/22/12|Open|TR 9:30 - 10:45 AM; MAIN Campus, Massie Hall , Massie - GPC |3|08/20/12|12/07/12
COMM1103-05 |Public Speaking/Human Comm ||STAFF |12/22/12|Open|TR 12:30 - 1:45 PM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |3|08/20/12|12/07/12
COMM1103-06 |Public Speaking/Human Comm ||STAFF |16/22|Open|TR 2:00 - 3:15 PM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |3|08/20/12|12/07/12
COMM1103-51 |Public Speaking/Human Comm ||STAFF |17/22|Open|MW 5:00 - 6:15 PM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |3|08/20/12|12/07/12
COMM1103-52 |Public Speaking/Human Comm ||Lawson, Shannon L |16/22|Open|T 6:30 - 9:00 PM; MAIN Campus, Massie Hall , Massie - GPC |3|08/20/12|12/07/12
COMM1105-01 |Intro to Mass Communication ||Sands, Melody |01/20/12|Open|MW 11:00 - 11:50 AM; MAIN Campus, Massie Hall , English Computer Lab 
F 11:00 - 11:50 AM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |3|08/20/12|12/07/12
COMM1121-01 |Technical Writing ||Carpathios, Neil |22/24|Open|TR 2:00 - 3:15 PM; MAIN Campus, Massie Hall , Massie - GPC |3|08/20/12|12/07/12
COMM2220-01 |Oral Interpretation Literature ||Linden, Ann Gilles |12/20/12|Open|MWF 12:00 - 12:50 PM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |3|08/20/12|12/07/12
COMM2231-01 |News Reporting and Writing ||Sands, Melody |08/24/12|Open|MWF 10:00 - 10:50 AM; MAIN Campus, Massie Hall , English Computer Lab |3|08/20/12|12/07/12
COMM2250-01 |Publication Editing and Design ||Sands, Melody |13/24|Open|MWF 9:00 - 9:50 AM; MAIN Campus, Massie Hall , English Computer Lab |3|08/20/12|12/07/12
COMM3185-01 |Internship in Communications ||Sands, Melody |20/20|Open|0:00 - 0:00 AM; Campus, Blank , blank |3|08/20/12|12/07/12
COMM3390-01 |Communication Practicum ||Sands, Melody |20/20|Open|0:00 - 0:00 AM; Campus, Blank , blank |2|08/20/12|12/07/12
COMM4492-01 |Communication Portfolio ||Sands, Melody |22/22|Open|0:00 - 0:00 AM; MAIN Campus|2|08/20/12|12/07/12
DTHY1102-01 |DH Theory and Techniques 1 ||Nickel, Linda |14/26|Open|TR 8:00 - 10:50 AM; MAIN Campus, Health Sciences , Dental Clinic 
W 1:00 - 2:50 PM; MAIN Campus, Massie Hall , Gen'l Purpose Classroom |4|08/20/12|12/07/12
DTHY1110-01 |Dental Head/Neck Anat/Histology ||Chrisman, Elizabeth |12/24/12|Open|TR 1:00 - 2:50 PM; MAIN Campus, Health Sciences , PT and MLTC Tiered GPC |4|08/20/12|12/07/12
DTHY2203-01 |DH Care:Special Needs and Ethics ||Bentley, Nancy L |08/24/12|Open|F 9:00 - 9:50 AM; MAIN Campus, Health Sciences , Dental Lab |1|08/20/12|12/07/12
DTHY2204-01 |Clinical Dental Hygiene 4 ||Bentley, Nancy L |08/24/12|Open|MTWR 12:00 - 3:50 PM; MAIN Campus, Health Sciences , Dental Clinic |4|08/20/12|12/07/12
DTHY2214-01 |Dental Public Health ||Duncan, Barbara S |10/26/12|Open|MW 8:00 - 8:50 AM; MAIN Campus, Kricker Hall , Lecture/Seminar |2|08/20/12|12/07/12
DTHY2215-01 |General and Oral Pathology ||Kadel, James R |10/26/12|Open|TR 9:30 - 10:30 AM; MAIN Campus, Kricker Hall , Lecture/Seminar |2|08/20/12|12/07/12
DTHY2216-01 |Pharmacology ||Bentley, Nancy L |12/26/12|Open|MW 9:00 - 9:50 AM; MAIN Campus, Kricker Hall , Lecture/Seminar |2|08/20/12|12/07/12
DTHY2218-01 |Local Anesthesia & Pain Control ||Kadel, James R |10/24/12|Open|F 12:00 - 12:50 PM; MAIN Campus, Health Sciences , Dental Clinic 
F 1:00 - 3:50 PM; MAIN Campus, Health Sciences , Dental Clinic |2|08/20/12|12/07/12
ECON2201-01 |Principles of Microeconomics ||Poirot, Clifford S |04/01/50|Open|MW 2:00 - 3:15 PM; MAIN Campus, Clark Memorial Library , Left Lecture Hall |3|08/20/12|12/07/12
ECON2201-51 |Principles of Microeconomics ||Mathuews, Katy |0/50|Closed|W 5:00 - 7:30 PM; MAIN Campus, Clark Memorial Library , Left Lecture Hall |3|08/20/12|12/07/12
ECON2202-01 |Principles of Macroeconomics ||Poirot, Clifford S |33/60|Open|MW 12:30 - 1:45 PM; MAIN Campus, Clark Memorial Library , Left Lecture Hall |3|08/20/12|12/07/12
ECON4405-01 |Economic Development ||Poirot, Clifford S |10/20/12|Open|TR 2:00 - 3:15 PM; MAIN Campus, Kricker Hall , Lecture/Seminar |3|08/20/12|12/07/12
EDAE3285-01 |Foundations of Secondary Educ ||Madden, Paul M |03/20/12|Open|MW 8:00 - 9:50 AM; MAIN Campus, Education , Education Classroom 
MW 8:00 - 11:50 AM; MAIN Campus, Off Campus 
MW 8:00 - 9:50 AM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDAE4400-01 |Sec School Cur/Instruction/Mgt ||Shipley, Gay Lynn |-3/15|Closed|F 10:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |2|08/20/12|12/07/12
EDAE4433-01 |Teaching Science Grades 7-12 ||Carlson, Kenneth |11/15/12|Open|MW 10:00 - 11:50 AM; MAIN Campus, Education , Education Conference 
M 10:00 - 11:50 AM; MAIN Campus, Education , Education Conference 
TWR 7:30 - 11:50 AM; MAIN Campus, Off Campus 
MW 10:00 - 11:50 AM; MAIN Campus, Education , Education Conference |3|08/20/12|12/07/12
EDAE4490-51 |Directed Teaching and Seminar ||Risner, Deborah C |21/24|Open|T 4:00 - 5:40 PM; MAIN Campus, Education , Education Classroom 
MTWRF 7:30AM - 3:50 PM; MAIN Campus, Off Campus |10|08/20/12|12/07/12
EDEC1150-01 |Intro Early Child Educ/Develop ||Liu, Kejing |15/24|Open|TR 2:00 - 3:20 PM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDEC2255-01 |Develop Appro Prac Early Child ||Smith, Marcia F |12/24/12|Open|W 1:00 - 3:50 PM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDEC2283-01 |Adm Early Child Prog & Fam/Comm ||Rice, Beth |08/24/12|Open|M 1:00 - 3:50 PM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDEC3385-01 |Action Rsrch:Home/School/Comm Field and Clinical Experience ||Liu, Kejing |11/15/12|Open|MWF 8:00 - 9:50 AM; MAIN Campus, Massie Hall , Massie - GPC 
MWF 8:00 - 11:50 AM; MAIN Campus, Off Campus 
MWF 8:00 - 9:50 AM; MAIN Campus, Massie Hall , Massie - GPC |3|08/20/12|12/07/12
EDEC4415-01 |Teach Devel Math Early Child Ed ||Leedom, William P |-1/20|Closed|W 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom 
MTWR 8:00 - 10:00 AM; MAIN Campus, Off Campus 
F 8:00 - 8:50 AM; MAIN Campus, Education , Education Classroom 
W 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDEC4416-01 |Teach Develop Sci Early Child Ed ||Leedom, William P |07/20/12|Open|M 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom 
MTWR 10:00AM - 12:00 PM; MAIN Campus, Off Campus 
F 9:00 - 9:50 AM; MAIN Campus, Education , Education Classroom 
M 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDEC4420-01 |Teach Devel Lang Art Early Child ||Liu, Kejing |11/24/12|Open|R 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom 
MTWR 12:00 - 1:50 PM; MAIN Campus, Off Campus 
F 10:00 - 10:50 AM; MAIN Campus, Education , Education Classroom 
R 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDEC4421-01 |Teach Devel Soc Stds Early Child ||Cohen, Jeradi |11/24/12|Open|T 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom 
MTWR 2:00 - 3:50 PM; MAIN Campus, Off Campus 
F 11:00 - 11:50 AM; MAIN Campus, Education , Education Classroom 
T 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDEC4490-01 |Directed Teaching and Seminar ||Risner, Deborah C |21/25|Open|MTWRF 8:00AM - 3:50 PM; MAIN Campus, Off Campus 
T 4:00 - 5:40 PM; MAIN Campus, Education , Education Classroom |12|08/20/12|12/07/12
EDEC4491-51 |Guidance/Class Mgt Early Child ||Leedom, William P |05/20/12|Open|T 6:00 - 7:50 PM; MAIN Campus, Education , Education Classroom |2|08/20/12|12/07/12
EDIS2250-01 |Exceptional Learning Needs (ELN) ||Cummings, Mary E 
Locke, Kathryn G |25/25|Open|W 8:00 - 9:50 AM; MAIN Campus, Education , Education Classroom |2|08/20/12|12/07/12
EDIS2250-02 |Exceptional Learning Needs (ELN) ||Cummings, Mary E 
Locke, Kathryn G |03/25/12|Open|W 10:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |2|08/20/12|12/07/12
EDIS3256-51 |Foundations: Early Childhood Mild/Moderate/Severe ||Sturgeon, Douglas A |14/20|Open|T 3:30 - 5:10 PM; MAIN Campus, Education , Education Computer Lab |2|08/20/12|12/07/12
EDIS3285-01 |Foundations for Intervention Specialists, Fld/Practicum (3hr) ||Locke, Kathryn G |16/24|Open|TR 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom 
0:00 - 0:00 AM; MAIN Campus, Off Campus 
TR 8:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDIS3311-01 |Assessment/Diag/Prescription ||Cummings, Mary E 
Locke, Kathryn G |14/20|Open|TR 12:30 - 1:45 PM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDIS3314-51 |Behavior:Interven/Maint/Remedia ||Sturgeon, Douglas A |04/10/12|Open|M 5:30 - 7:40 PM; MAIN Campus, Education , Education Classroom |3|08/20/12|12/07/12
EDIS4423-01 |Instruc:Accom/Alter/Strat Early ||Myers, Valerie M |09/20/12|Open|W 1:00 - 3:30 PM; MAIN Campus, Education , Education Classroom 
F 9:00 - 11:50 AM; MAIN Campus, Education , Education Classroom |3|08/20/12|10/12/12
EDIS4485-01 |App of Rsrch/Practice & Seminar ||Myers, Valerie M |09/20/12|Open|F 12:00 - 1:50 PM; MAIN Campus, Education , Education Classroom 
MTR 8:00AM - 3:50 PM; MAIN Campus, Off Campus |2|08/20/12|10/12/12
EDIS4490-51 |Clinical Practice:IS 1 ||Myers, Valerie M |13/24|Open|T 4:00 - 5:40 PM; MAIN Campus, Education , Education Classroom 
MTWRF 8:00AM - 3:50 PM; MAIN Campus, Off Campus |5|10/15/12|12/07/12
